Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
OX16 4SY,Yes,52.066920,-1.313372,447165,241172,SP471411,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4SZ,Yes,52.068970,-1.316273,446964,241398,SP469413,Banbury Grimsbury and Hightown,Banbury,2007-07-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4TA,Yes,52.060813,-1.316135,446982,240491,SP469404,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4TB,Yes,52.066210,-1.313222,447176,241093,SP471410,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4TD,No,52.065337,-1.311836,447272,240997,SP472409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2010-12-01,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4TE,Yes,52.060682,-1.323051,446508,240472,SP465404,Banbury Grimsbury and Hightown,Banbury,2006-08-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4TF,Yes,52.060328,-1.322531,446544,240433,SP465404,Banbury Grimsbury and Hightown,Banbury,2006-09-01,,91,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4TG,Yes,52.059922,-1.322260,446563,240388,SP465403,Banbury Grimsbury and Hightown,Banbury,2006-11-01,,91,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4TH,Yes,52.059983,-1.316862,446933,240398,SP469403,Banbury Grimsbury and Hightown,Banbury,2001-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4TJ,Yes,52.066359,-1.311237,447312,241111,SP473411,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,96,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4TL,Yes,52.059133,-1.322535,446545,240300,SP465403,Banbury Grimsbury and Hightown,Banbury,2008-01-01,,90,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4TN,Yes,52.065120,-1.313065,447188,240972,SP471409,Banbury Grimsbury and Hightown,Banbury,2011-03-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4TP,No,52.064497,-1.312695,447214,240903,SP472409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2001-06-01,95,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4TQ,Yes,52.061575,-1.326728,446255,240569,SP462405,Banbury Grimsbury and Hightown,Banbury,2009-10-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4TX,No,52.065337,-1.311836,447272,240997,SP472409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2006-09-01,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028437,Cherwell 004C,E01028437,Cherwell 004C
OX16 4UB,Yes,52.063802,-1.323062,446504,240819,SP465408,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,99,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4US,Yes,52.064789,-1.313127,447184,240935,SP471409,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028439,Cherwell 004E,E01028439,Cherwell 004E
OX16 4UT,Yes,52.062073,-1.317618,446879,240630,SP468406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4UU,No,52.061429,-1.315470,447027,240560,SP470405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2024-02-01,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4UZ,Yes,52.063128,-1.315107,447050,240749,SP470407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4WA,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2001-08-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4WE,No,52.062838,-1.314938,447062,240717,SP470407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2001-02-01,92,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4WG,No,52.062838,-1.314938,447062,240717,SP470407,Banbury Grimsbury and Hightown,Banbury,2002-07-01,2003-10-01,92,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4XA,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2002-08-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4XB,No,52.064049,-1.320725,446664,240848,SP466408,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2000-09-01,95,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4XD,Yes,52.059369,-1.310249,447387,240334,SP473403,Banbury Grimsbury and Hightown,Banbury,2012-03-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4XH,Yes,52.063213,-1.318913,446789,240756,SP467407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4XJ,Yes,52.063410,-1.312799,447208,240782,SP472407,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4XL,No,52.063450,-1.316635,446945,240784,SP469407,Banbury Grimsbury and Hightown,Banbury,2002-09-01,2011-10-01,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4XP,Yes,52.061881,-1.320524,446680,240607,SP466406,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4XR,Yes,52.060751,-1.317594,446882,240483,SP468404,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4XS,Yes,52.061052,-1.318553,446816,240516,SP468405,Banbury Grimsbury and Hightown,Banbury,2000-12-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032941,Cherwell 004G,E01032941,Cherwell 004G
OX16 4YL,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2001-06-01,2001-12-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4YP,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2002-07-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4YR,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2006-02-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4YS,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2003-08-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 4YT,No,52.061525,-1.327429,446207,240563,SP462405,Banbury Grimsbury and Hightown,Banbury,2000-12-01,2023-09-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5AA,Yes,52.060114,-1.338608,445442,240399,SP454403,Banbury Cross and Neithrop,Banbury,2008-01-01,,104,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AB,Yes,52.059148,-1.326721,446258,240299,SP462402,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5AD,No,52.057601,-1.325154,446367,240128,SP463401,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2008-05-01,92,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5AE,Yes,52.059129,-1.336100,445615,240291,SP456402,Banbury Cross and Neithrop,Banbury,2004-02-01,,102,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AF,Yes,52.059030,-1.336057,445618,240280,SP456402,Banbury Cross and Neithrop,Banbury,2004-03-01,,103,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AG,Yes,52.061781,-1.336075,445614,240586,SP456405,Banbury Cross and Neithrop,Banbury,2008-01-01,,101,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AH,Yes,52.057679,-1.337215,445540,240129,SP455401,Banbury Cross and Neithrop,Banbury,2004-01-01,,112,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AJ,Yes,52.059843,-1.330371,446007,240374,SP460403,Banbury Grimsbury and Hightown,Banbury,2004-01-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5AL,Yes,52.058165,-1.331024,445964,240187,SP459401,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5AP,Yes,52.059656,-1.330651,445988,240353,SP459403,Banbury Grimsbury and Hightown,Banbury,2004-01-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5AQ,Yes,52.057883,-1.331669,445920,240155,SP459401,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5AR,Yes,52.060428,-1.335263,445671,240436,SP456404,Banbury Cross and Neithrop,Banbury,2008-01-01,,99,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AS,Yes,52.059593,-1.331950,445899,240345,SP458403,Banbury Cross and Neithrop,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AT,Yes,52.059973,-1.332732,445845,240387,SP458403,Banbury Cross and Neithrop,Banbury,2000-06-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AU,Yes,52.057229,-1.329258,446086,240084,SP460400,Banbury Grimsbury and Hightown,Banbury,2009-07-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5AW,Yes,52.058008,-1.338260,445468,240165,SP454401,Banbury Cross and Neithrop,Banbury,2008-11-01,,112,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AX,Yes,52.059022,-1.331258,445947,240282,SP459402,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5AY,Yes,52.060477,-1.330959,445966,240444,SP459404,Banbury Grimsbury and Hightown,Banbury,2000-06-01,,94,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5AZ,No,52.060729,-1.331219,445948,240472,SP459404,Banbury Grimsbury and Hightown,Banbury,2000-06-01,2008-12-01,93,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BA,Yes,52.060652,-1.335071,445684,240461,SP456404,Banbury Cross and Neithrop,Banbury,2004-02-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BB,Yes,52.060987,-1.335211,445674,240498,SP456404,Banbury Cross and Neithrop,Banbury,2011-09-01,,100,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BD,Yes,52.058650,-1.334152,445749,240239,SP457402,Banbury Cross and Neithrop,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BE,Yes,52.057337,-1.337249,445538,240091,SP455400,Banbury Cross and Neithrop,Banbury,2015-11-01,,115,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BF,Yes,52.059628,-1.338543,445447,240345,SP454403,Banbury Cross and Neithrop,Banbury,2015-10-01,,105,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BG,Yes,52.057032,-1.329407,446076,240062,SP460400,Banbury Grimsbury and Hightown,Banbury,2016-01-01,,95,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01032942,Cherwell 004H,E01032942,Cherwell 004H
OX16 5BH,Yes,52.060681,-1.335157,445678,240464,SP456404,Banbury Cross and Neithrop,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BJ,Yes,52.059601,-1.335232,445674,240344,SP456403,Banbury Cross and Neithrop,Banbury,2000-06-01,,99,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BL,Yes,52.061048,-1.334933,445693,240505,SP456405,Banbury Cross and Neithrop,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BN,Yes,52.061189,-1.334493,445723,240521,SP457405,Banbury Cross and Neithrop,Banbury,2000-06-01,,98,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
OX16 5BP,Yes,52.060864,-1.336045,445617,240484,SP456404,Banbury Cross and Neithrop,Banbury,2000-06-01,,100,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028435,Cherwell 004A,E01028435,Cherwell 004A
